date,btc price
2022-01-19,42395
2022-01-18,42298
2022-01-17,43120
2022-01-16,43227
2022-01-15,43121
2022-01-14,42608
2022-01-13,43982
2022-01-12,42777
2022-01-11,41870
2022-01-10,41862
2022-01-09,41757
2022-01-08,41527
2022-01-07,43216
2022-01-06,43647
2022-01-05,45938
2022-01-04,46531
2022-01-03,47387
2022-01-02,47816
2022-01-01,46320
2021-12-31,47192
2021-12-30,46507
2021-12-29,47725
2021-12-28,50774
2021-12-27,50853
2021-12-26,50663
2021-12-25,50889
2021-12-24,50901
2021-12-23,48756
2021-12-22,49145
2021-12-21,47117
2021-12-20,46807
2021-12-19,46970
2021-12-18,46329
2021-12-17,47695
2021-12-16,48937
2021-12-15,48411
2021-12-14,46696
2021-12-13,50051
2021-12-12,49242
2021-12-11,47304
2021-12-10,47886
2021-12-09,50530
2021-12-08,50648
2021-12-07,50462
2021-12-06,49268
2021-12-05,49162
2021-12-04,53786
2021-12-03,56508
2021-12-02,57169
2021-12-01,57011
2021-11-30,57849
2021-11-29,57238
2021-11-28,54533
2021-11-27,53828
2021-11-26,58898
2021-11-25,57198
2021-11-24,57749
2021-11-23,56387
2021-11-22,59140
2021-11-21,60083
2021-11-20,58459
2021-11-19,56987
2021-11-18,60604
2021-11-17,60449
2021-11-16,63934
2021-11-15,65649
2021-11-14,64660
2021-11-13,64432
2021-11-12,65006
2021-11-11,65061
2021-11-10,67145
2021-11-09,67617
2021-11-08,63153
2021-11-07,61661
2021-11-06,61247
2021-11-05,61602
2021-11-04,63131
2021-11-03,63247
2021-11-02,61122
2021-11-01,61472
2021-10-31,61837
2021-10-30,62283
2021-10-29,60768
2021-10-28,58641
2021-10-27,60604
2021-10-26,63228
2021-10-25,61173
2021-10-24,61572
2021-10-23,61029
2021-10-22,62541
2021-10-21,66238
2021-10-20,64518
2021-10-19,62018
2021-10-18,61584
2021-10-17,61166
2021-10-16,61809
2021-10-15,57452
2021-10-14,57488
2021-10-13,56335
2021-10-12,57573
2021-10-11,54712
2021-10-10,55125
2021-10-09,54011
2021-10-08,53895
2021-10-07,55415
2021-10-06,51669
2021-10-05,49260
2021-10-04,48283
2021-10-03,47778
2021-10-02,48182
2021-10-01,43859
2021-09-30,41588
2021-09-29,41010
2021-09-28,42247
2021-09-27,43337
2021-09-26,42857
2021-09-25,42752
2021-09-24,44981
2021-09-23,43587
2021-09-22,40387
2021-09-21,42933
2021-09-20,47371
2021-09-19,48267
2021-09-18,47229
2021-09-17,47879
2021-09-16,48187
2021-09-15,47135
2021-09-14,45140
2021-09-13,46195
2021-09-12,45196
2021-09-11,44803
2021-09-10,46519
2021-09-09,46085
2021-09-08,46995
2021-09-07,52740
2021-09-06,51696
2021-09-05,50013
2021-09-04,49935
2021-09-03,49339
2021-09-02,48823
2021-09-01,47335
2021-08-31,47124
2021-08-30,48907
2021-08-29,48937
2021-08-28,49083
2021-08-27,47229
2021-08-26,49003
2021-08-25,47941
2021-08-24,49519
2021-08-23,49251
2021-08-22,48934
2021-08-21,49196
2021-08-20,46745
2021-08-19,45015
2021-08-18,44534
2021-08-17,46032
2021-08-16,47025
2021-08-15,47089
2021-08-14,47717
2021-08-13,44495
2021-08-12,45652
2021-08-11,45640
2021-08-10,46311
2021-08-09,43753
2021-08-08,44648
2021-08-07,42802
2021-08-06,40825
2021-08-05,39752
2021-08-04,38368
2021-08-03,39279
2021-08-02,39915
2021-08-01,41754
2021-07-31,41936
2021-07-30,39978
2021-07-29,40031
2021-07-28,39077
2021-07-27,37282
2021-07-26,35456
2021-07-25,34214
2021-07-24,33456
2021-07-23,32409
2021-07-22,32384
2021-07-21,29972
2021-07-20,30928
2021-07-19,31919
2021-07-18,31589
2021-07-17,31400
2021-07-16,31726
2021-07-15,32879
2021-07-14,32676
2021-07-13,33263
2021-07-12,34300
2021-07-11,33705
2021-07-10,33971
2021-07-09,32934
2021-07-08,33932
2021-07-07,34150
2021-07-06,33928
2021-07-05,35394
2021-07-04,34730
2021-07-03,33951
2021-07-02,33678
2021-07-01,35171
2021-06-30,35969
2021-06-29,34557
2021-06-28,34607
2021-06-27,32024
2021-06-26,31943
2021-06-25,34675
2021-06-24,33703
2021-06-23,32508
2021-06-22,31712
2021-06-21,35787
2021-06-20,35582
2021-06-19,35881
2021-06-18,38194
2021-06-17,38321
2021-06-16,40378
2021-06-15,40625
2021-06-14,39148
2021-06-13,35666
2021-06-12,37289
2021-06-11,36903
2021-06-10,37554
2021-06-09,33557
2021-06-08,33451
2021-06-07,35834
2021-06-06,35547
2021-06-05,36939
2021-06-04,39151
2021-06-03,37686
2021-06-02,36680
2021-06-01,37341
2021-05-31,35715
2021-05-30,34775
2021-05-29,35710
2021-05-28,38643
2021-05-27,39407
2021-05-26,38211
2021-05-25,38642
2021-05-24,34978
2021-05-23,37520
2021-05-22,37340
2021-05-21,40438
2021-05-20,37287
2021-05-19,43091
2021-05-18,43781
2021-05-17,46585
2021-05-16,46781
2021-05-15,49913
2021-05-14,49973
2021-05-13,50005
2021-05-12,56929
2021-05-11,55902
2021-05-10,58214
2021-05-09,58772
2021-05-08,57362
2021-05-07,56508
2021-05-06,57432
2021-05-05,53464
2021-05-04,57200
2021-05-03,56601
2021-05-02,57813
2021-05-01,57829
2021-04-30,53597
2021-04-29,54811
2021-04-28,54992
2021-04-27,53979
2021-04-26,48981
2021-04-25,50133
2021-04-24,51191
2021-04-23,51966
2021-04-22,54190
2021-04-21,56295
2021-04-20,55721
2021-04-19,56289
2021-04-18,60274
2021-04-17,61497
2021-04-16,63180
2021-04-15,62807
2021-04-14,63577
2021-04-13,59911
2021-04-12,59988
2021-04-11,59979
2021-04-10,58153
2021-04-09,58066
2021-04-08,56134
2021-04-07,58062
2021-04-06,58707
2021-04-05,58229
2021-04-04,57060
2021-04-03,59060
2021-04-02,58801
2021-04-01,58817
2021-03-31,58669
2021-03-30,57635
2021-03-29,55728
2021-03-28,55832
2021-03-27,55033
2021-03-26,51417
2021-03-25,52527
2021-03-24,54585
2021-03-23,54370
2021-03-22,57574
2021-03-21,58376
2021-03-20,58243
2021-03-19,57922
2021-03-18,59015
2021-03-17,56830
2021-03-16,55805
2021-03-15,59429
2021-03-14,61315
2021-03-13,57354
2021-03-12,57789
2021-03-11,56020
2021-03-10,54700
2021-03-09,52329
2021-03-08,51313
2021-03-07,49019
2021-03-06,49092
2021-03-05,48727
2021-03-04,50577
2021-03-03,48532
2021-03-02,49787
2021-03-01,44970
2021-02-28,46654
2021-02-27,46551
2021-02-26,46993
2021-02-25,49849
2021-02-24,48692
2021-02-23,54411
2021-02-22,57669
2021-02-21,56378
2021-02-20,56039
2021-02-19,51733
2021-02-18,52144
2021-02-17,49238
2021-02-16,47898
2021-02-15,48608
2021-02-14,46941
2021-02-13,47414
2021-02-12,47816
2021-02-11,44849
2021-02-10,46570
2021-02-09,46308
2021-02-08,38833
2021-02-07,39279
2021-02-06,38008
2021-02-05,36817
2021-02-04,37495
2021-02-03,35486
2021-02-02,33406
2021-02-01,33065
2021-01-31,34200
2021-01-30,34151
2021-01-29,33128
2021-01-28,30446
2021-01-27,32582
2021-01-26,32375
2021-01-25,32274
2021-01-24,32068
2021-01-23,32958
2021-01-22,30914
2021-01-21,35587
2021-01-20,36105
2021-01-19,36595
2021-01-18,35804
2021-01-17,36255
2021-01-16,36788
2021-01-15,39233
2021-01-14,37456
2021-01-13,33938
2021-01-12,35670
2021-01-11,38398
2021-01-10,40297
2021-01-09,40816
2021-01-08,39547
2021-01-07,36934
2021-01-06,34082
2021-01-05,31516
2021-01-04,33008
2021-01-03,32164
2021-01-02,29352
2021-01-01,29022
2020-12-31,28837
2020-12-30,27425
2020-12-29,27125
2020-12-28,26423
2020-12-27,26476
2020-12-26,24671
2020-12-25,23760
2020-12-24,23308
2020-12-23,23795
2020-12-22,22841
2020-12-21,23518
2020-12-20,23864
2020-12-19,23121
2020-12-18,22806
2020-12-17,21318
2020-12-16,19432
2020-12-15,19260
2020-12-14,19151
2020-12-13,18807
2020-12-12,18058
2020-12-11,18262
2020-12-10,18565
2020-12-09,18337
2020-12-08,19199
2020-12-07,19326
2020-12-06,19139
2020-12-05,18711
2020-12-04,19435
2020-12-03,19208
2020-12-02,18857
2020-12-01,19610
2020-11-30,18170
2020-11-29,17719
2020-11-28,17140
2020-11-27,17138
2020-11-26,18753
2020-11-25,19092
2020-11-24,18361
2020-11-23,18391
2020-11-22,18690
2020-11-21,18629
2020-11-20,17820
2020-11-19,17830
2020-11-18,17652
2020-11-17,16714
2020-11-16,15985
2020-11-15,16096
2020-11-14,16327
2020-11-13,16265
2020-11-12,15687
2020-11-11,15279
2020-11-10,15335
2020-11-09,15496
2020-11-08,14818
2020-11-07,15548
2020-11-06,15553
2020-11-05,14102
2020-11-04,13990
2020-11-03,13558
2020-11-02,13720
2020-11-01,13779
2020-10-31,13537
2020-10-30,13442
2020-10-29,13283
2020-10-28,13655
2020-10-27,13061
2020-10-26,13021
2020-10-25,13106
2020-10-24,12928
2020-10-23,12951
2020-10-22,12806
2020-10-21,11909
2020-10-20,11752
2020-10-19,11496
2020-10-18,11366
2020-10-17,11319
2020-10-16,11496
2020-10-15,11436
2020-10-14,11426
2020-10-13,11543
2020-10-12,11378
2020-10-11,11287
2020-10-10,11063
2020-10-09,10889
2020-10-08,10668
2020-10-07,10606
2020-10-06,10785
2020-10-05,10671
2020-10-04,10547
2020-10-03,10573
2020-10-02,10628
2020-10-01,10771
2020-09-30,10838
2020-09-29,10672
2020-09-28,10765
2020-09-27,10743
2020-09-26,10682
2020-09-25,10727
2020-09-24,10224
2020-09-23,10528
2020-09-22,10440
2020-09-21,10923
2020-09-20,11084
2020-09-19,10927
2020-09-18,10938
2020-09-17,10952
2020-09-16,10788
2020-09-15,10661
2020-09-14,10329
2020-09-13,10439
2020-09-12,10378
2020-09-11,10342
2020-09-10,10230
2020-09-09,10125
2020-09-08,10359
2020-09-07,10260
2020-09-06,10178
2020-09-05,10484
2020-09-04,10197
2020-09-03,11418
2020-09-02,11895
2020-09-01,11672
2020-08-31,11701
2020-08-30,11481
2020-08-29,11519
2020-08-28,11300
2020-08-27,11465
2020-08-26,11351
2020-08-25,11759
2020-08-24,11648
2020-08-23,11676
2020-08-22,11515
2020-08-21,11862
2020-08-20,11733
2020-08-19,11950
2020-08-18,12272
2020-08-17,11902
2020-08-16,11865
2020-08-15,11777
2020-08-14,11817
2020-08-13,11580
2020-08-12,11399
2020-08-11,11863
2020-08-10,11683
2020-08-09,11739
2020-08-08,11571
2020-08-07,11768
2020-08-06,11719
2020-08-05,11182
2020-08-04,11231
2020-08-03,11066
2020-08-02,11812
2020-08-01,11326
2020-07-31,11116
2020-07-30,11094
2020-07-29,10905
2020-07-28,10962
2020-07-27,9926
2020-07-26,9692
2020-07-25,9536
2020-07-24,9590
2020-07-23,9514
2020-07-22,9384
2020-07-21,9163
2020-07-20,9203
2020-07-19,9168
2020-07-18,9156
2020-07-17,9136
2020-07-16,9203
2020-07-15,9247
2020-07-14,9241
2020-07-13,9297
2020-07-12,9234
2020-07-11,9283
2020-07-10,9236
2020-07-09,9432
2020-07-08,9254
2020-07-07,9342
2020-07-06,9087
2020-07-05,9133
2020-07-04,9071
2020-07-03,9094
2020-07-02,9231
2020-07-01,9150
2020-06-30,9185
2020-06-29,9140
2020-06-28,9014
2020-06-27,9166
2020-06-26,9259
2020-06-25,9288
2020-06-24,9625
2020-06-23,9679
2020-06-22,9298
2020-06-21,9360
2020-06-20,9313
2020-06-19,9400
2020-06-18,9463
2020-06-17,9525
2020-06-16,9432
2020-06-15,9346
2020-06-14,9469
2020-06-13,9470
2020-06-12,9326
2020-06-11,9875
2020-06-10,9767
2020-06-09,9773
2020-06-08,9739
2020-06-07,9663
2020-06-06,9637
2020-06-05,9776
2020-06-04,9645
2020-06-03,9515
2020-06-02,10168
2020-06-01,9467
2020-05-31,9663
2020-05-30,9427
2020-05-29,9546
2020-05-28,9174
2020-05-27,8839
2020-05-26,8884
2020-05-25,8732
2020-05-24,9170
2020-05-23,9132
2020-05-22,9060
2020-05-21,9527
2020-05-20,9760
2020-05-19,9708
2020-05-18,9666
2020-05-17,9375
2020-05-16,9309
2020-05-15,9796
2020-05-14,9283
2020-05-13,8788
2020-05-12,8605
2020-05-11,8753
2020-05-10,9567
2020-05-09,9822
2020-05-08,9959
2020-05-07,9145
2020-05-06,9003
2020-05-05,8884
2020-05-04,8889
2020-05-03,8966
2020-05-02,8825
2020-05-01,8611
2020-04-30,8744
2020-04-29,7758
2020-04-28,7774
2020-04-27,7684
2020-04-26,7539
2020-04-25,7495
2020-04-24,7383
2020-04-23,7110
2020-04-22,6842
2020-04-21,6856
2020-04-20,7128
2020-04-19,7243
2020-04-18,7035
2020-04-17,7060
2020-04-16,6629
2020-04-15,6860
2020-04-14,6858
2020-04-13,6913
2020-04-12,6879
2020-04-11,6865
2020-04-10,7294
2020-04-09,7342
2020-04-08,7197
2020-04-07,7298
2020-04-06,6788
2020-04-05,6859
2020-04-04,6733
2020-04-03,6808
2020-04-02,6641
2020-04-01,6422
2020-03-31,6403
2020-03-30,5915
2020-03-29,6255
2020-03-28,6398
2020-03-27,6766
2020-03-26,6696
2020-03-25,6730
2020-03-24,6456
2020-03-23,5860
2020-03-22,6146
2020-03-21,6196
2020-03-20,6170
2020-03-19,5376
2020-03-18,5389
2020-03-17,5033
2020-03-16,5398
2020-03-15,5214
2020-03-14,5543
2020-03-13,5143
2020-03-12,7936
2020-03-11,7907
2020-03-10,7921
2020-03-09,8041
2020-03-08,8902
2020-03-07,9136
2020-03-06,9039
2020-03-05,8759
2020-03-04,8757
2020-03-03,8906
2020-03-02,8568
2020-03-01,8553
2020-02-29,8717
2020-02-28,8781
2020-02-27,8802
2020-02-26,9345
2020-02-25,9671
2020-02-24,9947
2020-02-23,9659
2020-02-22,9673
2020-02-21,9608
2020-02-20,9618
2020-02-19,10134
2020-02-18,9724
2020-02-17,9944
2020-02-16,9894
2020-02-15,10320
2020-02-14,10221
2020-02-13,10329
2020-02-12,10227
2020-02-11,9890
2020-02-10,10148
2020-02-09,9891
2020-02-08,9799
2020-02-07,9745
2020-02-06,9592
2020-02-05,9180
2020-02-04,9309
2020-02-03,9338
2020-02-02,9363
2020-02-01,9308
2020-01-31,9510
2020-01-30,9277
2020-01-29,9321
2020-01-28,8879
2020-01-27,8596
2020-01-26,8349
2020-01-25,8432
2020-01-24,8416
2020-01-23,8665
2020-01-22,8725
2020-01-21,8631
2020-01-20,8690
2020-01-19,8907
2020-01-18,8903
2020-01-17,8721
2020-01-16,8821
2020-01-15,8802
2020-01-14,8111
2020-01-13,8171
2020-01-12,8012
2020-01-11,8181
2020-01-10,7833
2020-01-09,8046
2020-01-08,8147
2020-01-07,7735
2020-01-06,7350
2020-01-05,7351
2020-01-04,7300
2020-01-03,6964
2020-01-02,7194
2020-01-01,7195
2019-12-31,7240
2019-12-30,7394
2019-12-29,7308
2019-12-28,7248
2019-12-27,7208
2019-12-26,7204
2019-12-25,7267
2019-12-24,7335
2019-12-23,7488
2019-12-22,7142
2019-12-21,7185
2019-12-20,7153
2019-12-19,7275
2019-12-18,6627
2019-12-17,6901
2019-12-16,7109
2019-12-15,7082
2019-12-14,7247
2019-12-13,7201
2019-12-12,7197
2019-12-11,7234
2019-12-10,7347
2019-12-09,7508
2019-12-08,7494
2019-12-07,7531
2019-12-06,7374
2019-12-05,7210
2019-12-04,7286
2019-12-03,7309
2019-12-02,7406
2019-12-01,7556
2019-11-30,7721
2019-11-29,7439
2019-11-28,7484
2019-11-27,7158
2019-11-26,7118
2019-11-25,6936
2019-11-24,7310
2019-11-23,7293
2019-11-22,7632
2019-11-21,8096
2019-11-20,8139
2019-11-19,8203
2019-11-18,8508
2019-11-17,8496
2019-11-16,8480
2019-11-15,8652
2019-11-14,8771
2019-11-13,8807
2019-11-12,8730
2019-11-11,9044
2019-11-10,8810
2019-11-09,8796
2019-11-08,9221
2019-11-07,9340
2019-11-06,9300
2019-11-05,9379
2019-11-04,9204
2019-11-03,9303
2019-11-02,9233
2019-11-01,9152
2019-10-31,9172
2019-10-30,9407
2019-10-29,9240
2019-10-28,9502
2019-10-27,9217
2019-10-26,8652
2019-10-25,7434
2019-10-24,7469
2019-10-23,8045
2019-10-22,8221
2019-10-21,8208
2019-10-20,7950
2019-10-19,7957
2019-10-18,8080
2019-10-17,8010
2019-10-16,8176
2019-10-15,8347
2019-10-14,8289
2019-10-13,8308
2019-10-12,8278
2019-10-11,8562
2019-10-10,8573
2019-10-09,8181
2019-10-08,8182
2019-10-07,7890
2019-10-06,8140
2019-10-05,8157
2019-10-04,8176
2019-10-03,8350
2019-10-02,8367
2019-10-01,8271
2019-09-30,8064
2019-09-29,8225
2019-09-28,8183
2019-09-27,8099
2019-09-26,8446
2019-09-25,8703
2019-09-24,9700
2019-09-23,10041
2019-09-22,9997
2019-09-21,10178
2019-09-20,10253
2019-09-19,10159
2019-09-18,10203
2019-09-17,10268
2019-09-16,10306
2019-09-15,10350
2019-09-14,10356
2019-09-13,10401
2019-09-12,10151
2019-09-11,10121
2019-09-10,10322
2019-09-09,10404
2019-09-08,10462
2019-09-07,10351
2019-09-06,10570
2019-09-05,10574
2019-09-04,10620
2019-09-03,10323
2019-09-02,9729
2019-09-01,9607
2019-08-31,9589
2019-08-30,9485
2019-08-29,9753
2019-08-28,10168
2019-08-27,10335
2019-08-26,10090
2019-08-25,10145
2019-08-24,10386
2019-08-23,10128
2019-08-22,10124
2019-08-21,10744
2019-08-20,10896
2019-08-19,10310
2019-08-18,10224
2019-08-17,10325
2019-08-16,10296
2019-08-15,10016
2019-08-14,10904
2019-08-13,11381
2019-08-12,11550
2019-08-11,11328
2019-08-10,11853
2019-08-09,12024
2019-08-08,11971
2019-08-07,11510
2019-08-06,11819
2019-08-05,10952
2019-08-04,10791
2019-08-03,10529
2019-08-02,10361
2019-08-01,10063
2019-07-31,9568
2019-07-30,9511
2019-07-29,9535
2019-07-28,9448
2019-07-27,9846
2019-07-26,9878
2019-07-25,9799
2019-07-24,9936
2019-07-23,10343
2019-07-22,10607
2019-07-21,10774
2019-07-20,10537
2019-07-19,10636
2019-07-18,9657
2019-07-17,9539
2019-07-16,10911
2019-07-15,10285
2019-07-14,11419
2019-07-13,11805
2019-07-12,11385
2019-07-11,12166
2019-07-10,12544
2019-07-09,12260
2019-07-08,11436
2019-07-07,11279
2019-07-06,10987
2019-07-05,11230
2019-07-04,11976
2019-07-03,10823
2019-07-02,10639
2019-07-01,10888
2019-06-30,11973
2019-06-29,12352
2019-06-28,11179
2019-06-27,12996
2019-06-26,11808
2019-06-25,11046
2019-06-24,10846
2019-06-23,10705
2019-06-22,10118
2019-06-21,9548
2019-06-20,9286
2019-06-19,9094
2019-06-18,9313
2019-06-17,8979
2019-06-16,8819
2019-06-15,8672
2019-06-14,8228
2019-06-13,8145
2019-06-12,7898
2019-06-11,8003
2019-06-10,7668
2019-06-09,7943
2019-06-08,8036
2019-06-07,7821
2019-06-06,7812
2019-06-05,7684
2019-06-04,8174
2019-06-03,8744
2019-06-02,8554
2019-06-01,8576
2019-05-31,8311
2019-05-30,8651
2019-05-29,8727
2019-05-28,8816
2019-05-27,8631
2019-05-26,8038
2019-05-25,7977
2019-05-24,7862
2019-05-23,7666
2019-05-22,7958
2019-05-21,7977
2019-05-20,8169
2019-05-19,7301
2019-05-18,7343
2019-05-17,7876
2019-05-16,8192
2019-05-15,7990
2019-05-14,7806
2019-05-13,6954
2019-05-12,7258
2019-05-11,6370
2019-05-10,6168
2019-05-09,5958
2019-05-08,5841
2019-05-07,5716
2019-05-06,5749
2019-05-05,5804
2019-05-04,5731
2019-05-03,5451
2019-05-02,5355
2019-05-01,5293
2019-04-30,5200
2019-04-29,5258
2019-04-28,5257
2019-04-27,5296
2019-04-26,5203
2019-04-25,5452
2019-04-24,5558
2019-04-23,5381
2019-04-22,5311
2019-04-21,5308
2019-04-20,5280
2019-04-19,5275
2019-04-18,5219
2019-04-17,5214
2019-04-16,5040
2019-04-15,5149
2019-04-14,5073
2019-04-13,5082
2019-04-12,5048
2019-04-11,5309
2019-04-10,5172
2019-04-09,5267
2019-04-08,5177
2019-04-07,5042
2019-04-06,5015
2019-04-05,4899
2019-04-04,4956
2019-04-03,4862
2019-04-02,4146
2019-04-01,4104
2019-03-31,4104
2019-03-30,4103
2019-03-29,4028
2019-03-28,4036
2019-03-27,3939
2019-03-26,3928
2019-03-25,3993
2019-03-24,4009
2019-03-23,3989
2019-03-22,3983
2019-03-21,4046
2019-03-20,4014
2019-03-19,3987
2019-03-18,3981
2019-03-17,4008
2019-03-16,3925
2019-03-15,3877
2019-03-14,3866
2019-03-13,3876
2019-03-12,3860
2019-03-11,3924
2019-03-10,3942
2019-03-09,3862
2019-03-08,3872
2019-03-07,3861
2019-03-06,3852
2019-03-05,3713
2019-03-04,3807
2019-03-03,3820
2019-03-02,3816
2019-03-01,3816
2019-02-28,3813
2019-02-27,3809
2019-02-26,3825
2019-02-25,3743
2019-02-24,4115
2019-02-23,3974
2019-02-22,3935
2019-02-21,3977
2019-02-20,3915
2019-02-19,3887
2019-02-18,3665
2019-02-17,3623
2019-02-16,3601
2019-02-15,3590
2019-02-14,3610
2019-02-13,3634
2019-02-12,3631
2019-02-11,3676
2019-02-10,3667
2019-02-09,3664
2019-02-08,3394
2019-02-07,3406
2019-02-06,3470
2019-02-05,3464
2019-02-04,3454
2019-02-03,3487
2019-02-02,3464
2019-02-01,3432
2019-01-31,3458
2019-01-30,3413
2019-01-29,3432
2019-01-28,3553
2019-01-27,3564
2019-01-26,3565
2019-01-25,3566
2019-01-24,3556
2019-01-23,3571
2019-01-22,3531
2019-01-21,3539
2019-01-20,3675
2019-01-19,3598
2019-01-18,3621
2019-01-17,3598
2019-01-16,3568
2019-01-15,3648
2019-01-14,3496
2019-01-13,3598
2019-01-12,3633
2019-01-11,3624
2019-01-10,3982
2019-01-09,3974
2019-01-08,3990
2019-01-07,4014
2019-01-06,3787
2019-01-05,3815
2019-01-04,3777
2019-01-03,3872
2019-01-02,3794
2019-01-01,3693
2018-12-31,3810
2018-12-30,3778
2018-12-29,3854
2018-12-28,3588
2018-12-27,3782
2018-12-26,3759
2018-12-25,4022
2018-12-24,3942
2018-12-23,3961
2018-12-22,3846
2018-12-21,4065
2018-12-20,3688
2018-12-19,3656
2018-12-18,3506
2018-12-17,3217
2018-12-16,3222
2018-12-15,3217
2018-12-14,3295
2018-12-13,3438
2018-12-12,3379
2018-12-11,3434
2018-12-10,3551
2018-12-09,3425
2018-12-08,3409
2018-12-07,3467
2018-12-06,3752
2018-12-05,3944
2018-12-04,3879
2018-12-03,4125
2018-12-02,4190
2018-12-01,4010
2018-11-30,4279
2018-11-29,4267
2018-11-28,3833
2018-11-27,3812
2018-11-26,4040
2018-11-25,3896
2018-11-24,4377
2018-11-23,4307
2018-11-22,4613
2018-11-21,4451
2018-11-20,4889
2018-11-19,5639
2018-11-18,5599
2018-11-17,5610
2018-11-16,5687
2018-11-15,5789
2018-11-14,6394
2018-11-13,6411
2018-11-12,6434
2018-11-11,6430
2018-11-10,6414
2018-11-09,6490
2018-11-08,6575
2018-11-07,6475
2018-11-06,6415
2018-11-05,6351
2018-11-04,6388
2018-11-03,6425
2018-11-02,6380
2018-11-01,6367
2018-10-31,6332
2018-10-30,6293
2018-10-29,6481
2018-10-28,6457
2018-10-27,6469
2018-10-26,6458
2018-10-25,6481
2018-10-24,6473
2018-10-23,6513
2018-10-22,6530
2018-10-21,6533
2018-10-20,6484
2018-10-19,6518
2018-10-18,6636
2018-10-17,6635
2018-10-16,6660
2018-10-15,6329
2018-10-14,6315
2018-10-13,6286
2018-10-12,6234
2018-10-11,6582
2018-10-10,6634
2018-10-09,6653
2018-10-08,6585
2018-10-07,6589
2018-10-06,6621
2018-10-05,6579
2018-10-04,6499
2018-10-03,6525
2018-10-02,6599
2018-10-01,6626
2018-09-30,6606
2018-09-29,6635
2018-09-28,6705
2018-09-27,6463
2018-09-26,6441
2018-09-25,6596
2018-09-24,6711
2018-09-23,6747
2018-09-22,6754
2018-09-21,6492
2018-09-20,6384
2018-09-19,6347
2018-09-18,6250
2018-09-17,6506
2018-09-16,6530
2018-09-15,6500
2018-09-14,6486
2018-09-13,6331
2018-09-12,6279
2018-09-11,6308
2018-09-10,6261
2018-09-09,6181
2018-09-08,6398
2018-09-07,6498
2018-09-06,6765
2018-09-05,7359
2018-09-04,7261
2018-09-03,7305
2018-09-02,7211
2018-09-01,7028
2018-08-31,7024
2018-08-30,7047
2018-08-29,7076
2018-08-28,6911
2018-08-27,6728
2018-08-26,6736
2018-08-25,6684
2018-08-24,6521
2018-08-23,6337
2018-08-22,6467
2018-08-21,6243
2018-08-20,6475
2018-08-19,6382
2018-08-18,6567
2018-08-17,6309
2018-08-16,6268
2018-08-15,6212
2018-08-14,6284
2018-08-13,6318
2018-08-12,6205
2018-08-11,6167
2018-08-10,6531
2018-08-09,6260
2018-08-08,6712
2018-08-07,6926
2018-08-06,7037
2018-08-05,7009
2018-08-04,7412
2018-08-03,7541
2018-08-02,7612
2018-08-01,7738
2018-07-31,8186
2018-07-30,8198
2018-07-29,8192
2018-07-28,8145
2018-07-27,7929
2018-07-26,8145
2018-07-25,8422
2018-07-24,7705
2018-07-23,7396
2018-07-22,7379
2018-07-21,7332
2018-07-20,7443
2018-07-19,7335
2018-07-18,7303
2018-07-17,6742
2018-07-16,6350
2018-07-15,6246
2018-07-14,6248
2018-07-13,6231
2018-07-12,6373
2018-07-11,6303
2018-07-10,6648
2018-07-09,6701
2018-07-08,6760
2018-07-07,6603
2018-07-06,6538
2018-07-05,6563
2018-07-04,6498
2018-07-03,6596
2018-07-02,6313
2018-07-01,6366
2018-06-30,6182
2018-06-29,5880
2018-06-28,6117
2018-06-27,6070
2018-06-26,6242
2018-06-25,6160
2018-06-24,6169
2018-06-23,6089
2018-06-22,6691
2018-06-21,6714
2018-06-20,6709
2018-06-19,6678
2018-06-18,6419
2018-06-17,6479
2018-06-16,6407
2018-06-15,6645
2018-06-14,6334
2018-06-13,6582
2018-06-12,6880
2018-06-11,6767
2018-06-10,7415
2018-06-09,7561
2018-06-08,7614
2018-06-07,7606
2018-06-06,7569
2018-06-05,7464
2018-06-04,7640
2018-06-03,7568
2018-06-02,7487
2018-06-01,7460
2018-05-31,7381
2018-05-30,7451
2018-05-29,7111
2018-05-28,7327
2018-05-27,7329
2018-05-26,7472
2018-05-25,7563
2018-05-24,7556
2018-05-23,8009
2018-05-22,8355
2018-05-21,8443
2018-05-20,8181
2018-05-19,8203
2018-05-18,8056
2018-05-17,8343
2018-05-16,8473
2018-05-15,8697
2018-05-14,8684
2018-05-13,8481
2018-05-12,8406
2018-05-11,8970
2018-05-10,9249
2018-05-09,9150
2018-05-08,9308
2018-05-07,9584
2018-05-06,9766
2018-05-05,9635
2018-05-04,9551
2018-05-03,9123
2018-05-02,9024
2018-05-01,9198
2018-04-30,9326
2018-04-29,9250
2018-04-28,8940
2018-04-27,9222
2018-04-26,8825
2018-04-25,9716
2018-04-24,8881
2018-04-23,8769
2018-04-22,8878
2018-04-21,8499
2018-04-20,8277
2018-04-19,8097
2018-04-18,7874
2018-04-17,8031
2018-04-16,8258
2018-04-15,7898
2018-04-14,7846
2018-04-13,7836
2018-04-12,6925
2018-04-11,6829
2018-04-10,6778
2018-04-09,6985
2018-04-08,6884
2018-04-07,6629
2018-04-06,6855
2018-04-05,6845
2018-04-04,7464
2018-04-03,7080
2018-04-02,6837
2018-04-01,6975
2018-03-31,6897
2018-03-30,7127
2018-03-29,7931
2018-03-28,7837
2018-03-27,8186
2018-03-26,8479
2018-03-25,8621
2018-03-24,8825
2018-03-23,8736
